AGE EDUC MEDUC SIBS LWAGE TENURE URBAN SOUTH MARRIED
38 18 17 3 6.694562 9 0 1 1
36 13 12 2 7.2737865448 8 1 1 1
37 13 12 4 6.99485 4 1 0 1
33 12 12 1 5.857933 0 1 1 0
36 12 7 0 6.214608 11 1 1 1
30 16 16 2 6.933423 13 1 1 1
33 17 13 3 6.3578424454 7 1 1 0
30 15 12 2 7.195187 1 1 1 1
37 12 10 1 6.818924 9 1 0 1
30 16 11 5 7.007601 10 1 1 0
30 14 9 10 6.813445 5 1 1 1
38 12 1 7 6.907755 8 1 1 1
33 12 3 9 7.056175 1 1 1 1
29 12 3 9 6.908755 3 1 1 1
36 12 NA 7 6.569481 12 1 1 1
30 13 12 2 6.834109 5 1 1 1
31 12 6 6 5.9914646149 9 1 1 1
33 13 12 2 7.123673 10 1 1 1
36 12 12 1 6.97073 10 1 1 1
30 12 12 2 5.998937 3 1 1 1
30 13 NA 2 6.84588 12 1 1 1
34 10 8 2 6.6995005608 13 1 1 1
35 10 6 3 6.55108 0 1 1 1
33 10 NA 8 6.35437 6 1 1 1
36 10 12 7 6.109248 5 1 1 1
31 12 8 4 6.431331 10 0 1 1
30 12 8 4 6.089045 11 0 1 1
33 16 NA 11 6.437752 9 0 1 1
36 12 6 5 6.58755 5 0 1 1
38 9 6 8 6.214608 13 1 1 1
34 17 17 4 6.907755 2 1 1 1
38 12 8 1 5.97381 16 1 1 1
28 12 9 2 6.39693 3 0 1 0
37 12 6 0 6.869014 12 0 1 1
34 12 10 5 6.869014 4 0 1 1
30 11 0 14 6.76273 7 1 0 1
35 16 16 2 7.05099 3 1 1 1
34 16 4 1 7.234177 11 0 1 1
36 12 NA 1 6.59578 7 1 1 1
34 13 8 3 6.76273 9 1 1 1
31 12 8 5 6.55108 13 0 1 1
37 9 5 3 6.882438 10 0 1 1
33 13 12 2 7.17012 3 1 1 1
31 14 12 2 6.802395 3 1 1 1
36 12 8 4 6.72022 15 1 0 1
36 12 12 3 6.907755 13 1 1 1
30 16 16 2 6.717805 8 1 0 1
31 13 12 7 6.214608 2 1 1 1
28 13 12 3 7.0518555641 1 1 0 1
29 15 12 2 6.856462 3 1 0 0
30 13 8 4 6.55108 4 1 0 1
32 18 12 1 7.444249 6 1 0 1
32 12 11 5 6.2785215378 1 1 0 0
34 18 12 2 7.6029005051 0 1 0 1
32 14 7 1 6.791222 8 1 0 1
29 13 12 2 8.032035 4 1 0 1
37 17 12 3 7.338888 13 1 0 1
31 12 NA 1 6.2304816246 1 1 0 1
35 17 16 2 7.210818 9 0 0 0
38 12 12 5 7.041412 8 1 0 1
33 12 10 2 6.869014 8 1 0 1
38 12 12 2 7.130899 20 1 0 1
34 12 8 2 6.897705 3 1 0 1
37 12 12 5 6.807935 4 0 0 1
38 12 0 4 6.8308744431 0 1 0 1
34 12 8 3 7.3518 10 1 0 1
32 10 12 0 7.179308 4 1 0 1
35 14 7 5 6.827629 16 1 0 1
31 18 13 1 6.778785 9 1 0 1
38 13 12 0 6.684612 1 1 1 1
32 14 12 3 6.955593 10 0 0 1
30 12 12 3 6.3099184036 1 0 0 0
34 17 12 0 7.0817084312 2 1 0 1
37 14 12 2 6.368187 6 0 0 1
30 14 6 1 7.090077 2 1 0 1
33 16 14 5 6.680855 5 1 0 1
36 18 16 1 7.223296 13 0 0 1
38 13 12 4 5.886104 1 1 0 0
30 12 12 2 7.146772 12 1 0 1
36 12 8 1 7.513164 1 1 0 1
33 12 12 3 6.812345 5 1 0 1
33 18 12 7 7.465083 10 1 0 1
30 16 12 7 6.253829 1 1 0 1
29 16 12 7 6.694562 7 0 0 1
36 16 12 2 7.667158 2 1 0 1
38 15 8 0 6.539586 3 1 0 1
36 16 12 4 6.836259 1 1 0 1
34 16 12 1 6.6995005608 3 1 0 1
35 14 12 1 6.763885 14 1 0 1
36 12 12 7 7.2737865448 9 1 0 1
32 14 11 2 6.214608 0 0 0 1
37 18 12 1 7.232733 2 1 0 1
30 18 12 4 6.2690963745 9 1 0 1
36 12 12 2 6.781058 14 0 0 1
28 12 14 3 6.933423 11 1 0 1
28 12 12 4 7.100027 12 1 0 0
29 15 10 1 7.3901815414 5 0 0 1
32 16 12 3 7.51915 2 1 0 1
37 16 12 1 7.379008 2 1 0 1
33 13 8 2 6.907755 1 1 0 1
30 12 10 4 6.602588 4 1 0 1
29 12 12 2 7.437795 1 1 1 0
33 12 12 1 7.437795 9 1 0 1
32 14 NA 2 6.932448 5 1 0 1
38 12 11 5 7.009409 5 1 0 1
31 11 12 3 6.437752 1 1 0 1
29 13 11 4 6.579251 7 1 0 1
36 12 12 1 6.7511014938 10 1 0 1
32 12 12 2 7.130899 2 1 0 1
38 18 18 1 7.029973 13 0 0 1
28 12 13 1 6.802395 1 1 0 0
38 17 4 1 7.562161 7 1 0 1
37 15 12 2 6.869014 2 1 0 1
38 11 NA 7 7.5358304977 3 1 0 1
30 12 11 4 7.36074 3 1 0 1
36 14 12 1 6.84588 7 1 0 1
30 16 12 1 6.802395 9 0 0 1
31 12 8 6 6.782192 13 0 0 1
38 18 12 1 7.444249 12 1 0 1
37 12 9 3 7.138867 15 0 0 1
38 12 10 1 6.6214056015 7 0 0 1
28 11 12 5 7.000334 12 0 0 1
33 13 12 5 6.908755 11 0 0 1
34 15 12 2 7.05099 12 0 0 0
35 12 12 4 6.907755 16 1 0 1
33 12 6 9 7.130899 3 1 0 1
38 12 8 2 6.753438 3 1 1 1
31 12 16 3 7.099202 3 1 0 1
29 16 16 3 6.842683 7 1 0 1
33 13 12 5 6.8068294525 1 1 0 1
29 15 12 3 6.77079 4 1 0 1
34 9 NA 4 7.090077 0 1 0 1
35 17 6 4 7.13966 9 1 0 1
35 12 8 1 6.856462 2 1 0 1
29 12 10 5 4.744932 3 1 0 1
31 17 16 5 6.5117454529 4 1 0 1
37 15 16 1 6.988413 10 1 0 1
34 14 15 0 6.964136 14 1 0 1
38 12 7 7 6.684612 12 0 0 1
31 18 NA 3 5.9107966423 1 0 0 0
36 16 12 0 7.562161 13 0 0 1
36 12 7 3 6.7511014938 15 0 0 1
31 12 12 1 6.761573 6 0 0 1
36 16 13 4 6.995766 13 1 0 1
30 16 10 3 6.932448 4 0 0 1
31 12 17 2 6.745236 2 0 0 1
35 12 12 2 6.5117454529 10 0 0 1
37 14 10 3 6.684612 12 0 0 1
33 16 10 3 6.955593 3 0 0 1
35 17 14 3 6.784457 11 1 0 1
31 16 12 3 6.684612 2 1 1 0
32 17 8 0 7.090077 9 1 0 1
29 12 12 7 6.498282 10 1 0 1
37 12 NA 6 7.013016 18 1 0 1
34 16 NA 4 6.745236 8 1 0 1
37 12 8 5 6.907755 12 1 0 1
29 12 14 4 6.774224 4 1 0 0
33 16 12 3 7.091742 2 0 0 1
29 12 12 2 6.50129 2 0 0 1
37 16 12 2 6.827629 11 0 0 1
28 12 10 4 6.669498 10 1 1 1
38 10 NA 9 6.856462 5 1 1 1
37 12 NA 3 7.2737865448 16 1 1 1
30 12 6 8 6.763885 12 0 1 1
34 9 4 10 6.437752 5 0 1 1
32 12 6 6 6.522093 9 0 1 0
35 12 12 5 6.54103 19 0 1 1
38 12 6 8 6.774224 2 0 1 0
38 17 12 6 7.744137 2 0 0 1
32 14 10 2 7.086738 4 0 1 1
32 12 2 6 6.55108 8 1 1 1
29 12 12 3 6.580639 8 1 1 1
32 13 12 5 7.3132205009 2 1 1 1
31 15 16 2 6.956545 9 1 1 1
29 14 NA 2 6.685861 10 1 1 1
31 12 NA 5 6.461468 3 1 1 0
30 16 12 1 7.088409 9 1 1 1
32 12 16 1 5.966147 2 1 1 1
28 12 9 1 6.790097 11 1 1 1
36 12 12 1 6.981006 20 1 1 1
36 12 14 1 7.027315 12 1 1 1
37 15 12 1 6.620073 1 0 1 1
33 14 NA 3 6.7511014938 14 0 1 1
31 13 10 1 6.263398 1 0 1 1
29 12 10 1 7.006695 4 0 1 1
30 12 8 7 6.315358 10 0 1 1
29 12 10 1 6.684612 1 0 1 1
31 13 13 3 7.232733 7 0 1 1
36 17 14 0 6.052089 0 0 1 0
33 11 2 7 6.234411 4 1 1 0
31 12 3 9 5.913503 2 0 1 1
33 12 2 9 6.390241 14 0 1 1
28 12 NA 4 5.996452 4 1 0 1
31 12 9 0 6.0354814529 2 0 1 1
36 16 12 1 7.032624 10 0 1 1
35 12 9 4 6.5235624313 15 1 1 0
35 11 10 3 6.856462 5 0 1 1
36 10 5 0 6.39693 7 0 1 1
29 13 NA 3 6.493754 6 0 1 0
30 12 6 2 6.829794 9 0 1 1
31 12 5 0 6.3099184036 13 0 1 1
30 11 3 4 6.40688 11 0 1 1
30 10 3 4 6.052089 1 0 1 1
31 14 8 5 5.8289456367 1 1 1 1
34 12 7 2 6.539586 9 1 1 1
29 12 8 1 6.35437 9 0 1 1
33 9 8 5 6.347389 10 0 1 1
32 16 0 1 6.705639 9 1 1 1
29 12 12 1 6.89467 5 0 1 1
35 12 9 4 6.423247 18 1 1 1
35 16 14 3 6.933423 1 1 0 1
29 12 8 1 6.694562 3 1 0 1
30 17 15 1 6.694562 0 1 1 1
36 12 12 4 6.669498 5 1 1 1
33 12 12 1 6.745236 2 1 0 1
38 12 3 7 6.802395 19 1 1 1
36 12 8 2 7.257003 20 1 1 1
37 12 NA 3 5.560682 0 0 1 1
28 14 5 6 6.4952654839 2 0 1 1
38 13 12 1 6.331502 1 0 1 1
28 12 12 1 6.331502 5 0 1 1
30 13 NA 6 5.8777356148 2 1 1 1
32 16 12 0 6.916715 12 0 1 1
36 12 9 1 7.2737865448 17 1 1 1
29 11 10 7 6.4785094261 2 1 0 1
32 12 3 10 6.620073 5 0 1 1
33 12 10 2 6.625392437 14 0 1 1
38 12 NA 8 6.55108 9 0 1 1
30 11 9 3 6.22059 2 1 0 0
32 12 12 1 6.842683 15 0 1 1
36 10 10 2 6.4361505508 10 0 1 1
32 12 10 7 6.620073 10 0 1 1
30 14 10 7 6.802395 8 0 1 1
29 10 10 9 6.291569 10 0 1 1
30 13 4 10 6.464588 3 0 1 1
28 15 12 5 5.9914646149 10 0 1 0
38 10 12 3 6.802395 14 0 1 1
33 16 12 5 6.240276 10 0 1 1
35 18 9 7 6.795706 10 0 1 1
32 18 12 4 7.1561765671 5 1 1 1
30 12 12 4 6.184149 9 0 1 0
29 12 10 1 5.7838253975 5 0 1 1
33 12 7 4 6.645091 5 0 1 1
31 14 7 7 6.4264883995 8 1 1 0
35 12 7 6 6.946976 17 1 1 1
34 12 8 4 6.6214056015 4 1 1 1
30 12 7 2 5.940171 11 0 1 1
37 12 3 4 5.7037825584 3 1 1 1
38 10 12 4 6.6240653992 7 1 1 1
34 16 11 2 6.97073 11 1 1 1
30 12 14 1 6.975414 1 1 0 1
34 18 14 1 7.36074 8 1 1 1
30 10 12 5 6.47697258 9 0 1 1
32 12 10 4 6.55108 7 0 1 1
34 12 NA 5 6.2025356293 4 0 1 1
31 12 NA 0 6.791222 8 0 1 1
31 10 6 0 6.253829 12 0 1 1
32 12 12 5 6.7923445702 16 0 1 1
30 12 12 2 6.345636 12 1 0 1
29 15 11 2 7.275172 1 1 1 1
31 12 NA 4 6.175867 2 1 0 0
38 12 12 2 6.214608 12 0 1 1
36 16 12 1 7.295056 15 0 1 1
28 13 10 3 6.6883544922 1 1 1 1
30 16 12 0 6.869014 2 1 1 1
29 12 11 0 6.907755 5 1 1 1
30 16 12 2 6.39693 4 1 1 1
30 11 8 2 6.109248 2 0 1 1
30 12 10 8 6.444131 1 0 1 1
34 12 8 3 6.198479 2 0 1 1
32 17 12 5 7.353722 2 1 1 1
28 14 13 1 5.8777356148 3 0 1 1
32 13 10 4 6.866933 13 1 1 1
32 16 12 1 6.338594 2 0 1 1
32 12 12 2 6.175867 2 0 1 1
35 16 8 2 7.2737865448 10 1 1 1
35 12 7 7 6.46925 3 0 1 1
32 11 9 5 6.669498 6 0 1 1
33 12 12 4 6.4676985741 5 0 1 1
31 12 7 3 6.167517 3 0 1 1
34 16 16 3 6.498282 9 1 1 1
30 16 11 0 6.253829 1 0 1 1
31 13 8 7 7.091742 3 1 1 1
28 12 7 9 6.2878584862 10 0 1 1
28 12 NA 1 6.771935463 12 0 1 1
35 12 NA 5 6.907755 18 0 1 1
